Das kompositorische Werk Emanuel Vogts,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
ID,Datum,Titel,Genre/Dokument,Besetzung,"Original, Kopie",Bemerkung
807,1972,Ps. 88,Notensatz,?,Original,Bleistift-Manuskript
806,1982,Weihnachtslieder für die Windsbacher Knaben,Chorsatz,Knabenchor,Original,Bleistift-Manuskript
808,,Jahreswende,Chorsatz,Frauen,Original,Bleistift-Manuskript
809,,Geh aus mein Herz,Notensatz,"Orgel, Klavier",Kopie,
810,,Jahreswende,Notensatz,"Orgel, gem. Chor",Original,Bleistift-Manuskript
810a,,Orgel-Vorspiel 1987 (Ostern),Orgelsatz,Orgel,Original,"""dünn registriert"""
811,1988,Norsk miniaturer für piano 1988,Klaviersatz,Klavier,Original,
812,,Regenpeifers Tanz und Flug,Orgelsatz,Orgel,Original,
813,,Ohne titel,Chorsatz,gem. Chor,Original,
814,1998,EG 94 - Das Kreuz ist aufgerichtet,Tonsatz,"Orgel, Klavier",Original,auf der Rückseite Bearbeitung für Frauen- und Männerchor
815,1989,Heut sein die lieben Engelein,Chorsatz,gem. Chor,Kopie,
816,1992,"Hosianna Davids Sohn, Freut euch im Herrn (nach Taizè)",Chorsatz,gem. Chor,Kopie,
817,1987,"""Jerusalem"" - Bläserphantasie",Bläsersatz,Bläser,Kopie,
818,1991,Erstanden ist der heilge Christ,Chorsatz,gem. Chor,Kopie,Für den Kirchenchor Wassermungenau geschrieben
819,,Fuga,Notensatz,"Orgel, Klavier",Original,
820,,EG 689 - Gott in der Höh sei Preis und Ehr,Orgelsatz,Orgel,Kopie,
821,,"Nun freut euch… Kantate für ein- bis vierstimmigen Chor, Bläser und Gemeinde",Notensatz,"gem. Chor, Bläser, Gemeinde",Kopie,Kirchenchor Windsbach
822,,Inhaltsverzeichnis - Intraden,,,,
822a,1968,Einleitung 68,Bläsersatz,Bläser,Kopie,
823,1968,"Vorspiel - Komm, heilger Geist",Bläsersatz,Bläser,Kopie,
824,,leer,,,,
825,1968,Immeldorfer Intrade,Bläsersatz,Bläser,Kopie,
826,1970,Intrada semper homo bonus tiro est,Bläsersatz,Bläser,Kopie,
827,1968,Norwegische Intrade,Bläsersatz,Bläser,Kopie,Norwegische Intrade
828,1968,Tilbakeblikk - Rückblick,Bläsersatz,Bläser,Kopie,Norwegische Intrade
829,1968,Ilsom,Bläsersatz,Bläser,Kopie,Norwegische Intrade
830,1972,Windsbacher Turm-Intrade,Bläsersatz,Bläser,Kopie,Windsbacher Intraden
831,1972,Schwabacher Turm-Musik I,Bläsersatz,Bläser,Kopie,Windsbacher Intraden
832,1972,Schwabacher Turm-Musik I,Bläsersatz,Bläser,Kopie,Windsbacher Intraden
833,1972,Festliche Intrade,Bläsersatz,Bläser,Kopie,Windsbacher Intraden
834,1972,Turm-Intrade,Bläsersatz,Bläser,Kopie,Windsbacher Intraden
835,1972,Heilsbronner Bläser-Intrade,Bläsersatz,Bläser,Kopie,Windsbacher Intraden
836,1973,Elpersdorfer Intrade,Bläsersatz,Bläser,Kopie,Windsbacher Intraden
837,1973,Lichtenauer Jubiläums-Intrade,Bläsersatz,Bläser,Kopie,Windsbacher Intraden
838,1970,Petersauracher Intrade 1970,Bläsersatz,Bläser,Kopie,Windsbacher Intraden
839,,ohne Inhalt,,,,
840,1992,Windsbacher Turmintrade III,Bläsersatz,Bläser,Kopie,Windsbacher Intraden
841,1973,Schreitmusik,Bläsersatz,Bläser,Kopie,Windsbacher Intraden
842,1973,Weihnachtsfanfare,Bläsersatz,Bläser,Kopie,Windsbacher Intraden
843,1971,Reuther Intrade,Bläsersatz,Bläser,Kopie,Windsbacher Intraden
844,1972,Jugend-Intrade,Bläsersatz,Bläser,Kopie,Windsbacher Intraden
845,1968,Nun kommt der Heiden Heiland,Bläsersatz,Bläser,Druck,Windsbacher Intraden
846,1990,Choral - Gloria sei dir gesungen,Chorsatz,gem. Chor,Kopie,
847,1989,Ihr Engel steht anbetend da,"Satz für zwei Stimmen, Gemeinde",Zwei Stimmen und Gemeinde,Kopie,
848,1993,Festmusik,Notensatz,"Klarinette, Trompete, Gesang",Kopie,
849,1085,Marsch - nach Johann Sebastian Bach,Orgelsatz,Orgel,Kopie,
849a,,Marsch,Orgelsatz,Orgel,Druck,Johann Sebastian Bach
850,1976,Bläser-Partitur - Geh aus mein Herz,Bläsersatz,Bläser,Kopie,
851,1967,Präludium in C-Dur,Orgelsatz,Orgel,Kopie,
852,1995,"Nun kommt der Heiden Heiland, Str. 2, ""Er ging aus der Kammer…",Notensatz,"Orgel, Harfen, Chor, Gemeinde",Original,
853,,Aria,Orgelsatz,Orgel,Kopie,
854,1976,Präludium und Aria C-Dur,Orgelsatz,Orgel,Kopie,
855,1985,Nachspiel für Manula und Simone,Orgelsatz,Orgel,Kopie,
856,1987,Wunderbarer König und Wir danken dir,Orgelsatz,Orgel,Kopie,
857,1972,Präludium a-moll,Orgelsatz,Orgel,Kopie,
858,1974,Präludium g-moll,Orgelsatz,Orgel,Kopie,
859,1972,Präludium in g-moll (für Landorganisten),Orgelsatz,Orgel,Kopie,
860,1979,Präludium und Aria G-Dur,Orgelsatz,Orgel,Kopie,
861,,Aria,Orgelsatz,Orgel,Kopie,
862,1972,Präludium a-moll,Orgelsatz,Orgel,Kopie,
863,,Fugata,Orgelsatz,Orgel,Kopie,
864,,Präludium B-Dur,Orgelsatz,Orgel,Kopie,
865,1979,Präludium und Fugato F-Dur,Orgelsatz,Orgel,Kopie,
866,1967,Hirtenmusik,Orgelsatz,Orgel,Kopie,
867,1964,Präludio in Es-Dur,Orgelsatz,Orgel,Kopie,
868,1979,Präludium und Fugato D-Dur,Orgelsatz,Orgel,Kopie,
869,1976,Präludium und Fugato,Orgelsatz,Orgel,Kopie,
870,,Fugato,Orgelsatz,Orgel,Kopie,
871,,Präludium C-Dur,Orgelsatz,Orgel,Kopie,
872,1980,Präludium C-Dur,Orgelsatz,Orgel,Kopie,
873,1974,Spielstück für Orgel,Orgelsatz,Orgel,Kopie,
874,1983,Präludium und Andante d-moll,Orgelsatz,Orgel,Kopie,
875,1980,Präludium a-moll,Orgelsatz,Orgel,Kopie,
876,1967,Hirtenmusik,Orgelsatz,Orgel,Kopie,
877,1976,Präludium und Aria C-Dur,Orgelsatz,Orgel,Kopie,
878,1969,Präludium in G-Dur,Orgelsatz,Orgel,Kopie,
879,1967,Präludium in C-Dur,Orgelsatz,Orgel,Kopie,Orgelpräludien für Landorganisten
880,1967,Präludium in c-moll,Orgelsatz,Orgel,Kopie,Orgelpräludien für Landorganisten
881,1967,Präludium in D-Dur,Orgelsatz,Orgel,Kopie,Orgelpräludien für Landorganisten
882,,Präludium d-moll,Orgelsatz,Orgel,Kopie,Orgelpräludien für Landorganisten
883,1972,Präludium und fughette h-moll,Orgelsatz,Orgel,Original,Orgelpräludien für Landorganisten
884,1976,Dorisches Präludium,Orgelsatz,Orgel,Kopie,Orgelpräludien für Landorganisten
885,1976,Präludium und Imitation Es-Dur,Orgelsatz,Orgel,Kopie,Orgelpräludien für Landorganisten
886,,Präludium in E-Dur,Orgelsatz,Orgel,Kopie,Orgelpräludien für Landorganisten
887,1961,Präludium e-moll,Orgelsatz,Orgel,Kopie,Orgelpräludien für Landorganisten
888,1973,Präludium e-moll,Orgelsatz,Orgel,Kopie,Orgelpräludien für Landorganisten
889,,Präludium in F-Dur,Orgelsatz,Orgel,Kopie,Orgelpräludien für Landorganisten
890,1964,Präludium in B-Dur,Orgelsatz,Orgel,Kopie,Orgelpräludien für Landorganisten
890a,1976,Präludium und Imitation,Orgelsatz,Orgel,Kopie,Orgelpräludien für Landorganisten
891,1976,Präludium in D-Dur,Orgelsatz,Orgel,Original,Orgelpräludien für Landorganisten
892,1976,Präludium in B-Dur,Orgelsatz,Orgel,Original,Orgelpräludien für Landorganisten
893,1986,Ps. 139 - Knabenchor 1986,Chorsatz,Knabenchor,Original,Bleistift-Manuskript
894,1986,Chorsatz f. KR Hofmann,Chorsatz,gem. Chor,Original,Bleistift-Manuskript
894a,1997,Lass Dir zu meiner Gnade genügen,Chorsatz,gem. Chor,Original,Bleistift-Manuskript
895,,Du meine Seele… (c. f im Pedal),Orgelsatz,Orgel,Original,
896,1998,Still ruht der See,Tonsatz,gem. Chor,Original,
897,,Präsentier-Marsch,Bläsersatz,Bläser,Kopie,
898,1998,"Vorspiel in F, Aria in d",Orgelsatz,Orgel,Kopie,
899,1996,Mel. 520 Nun legen wir den Leib…,Orgelsatz,Orgel,Kopie,
900,1988,Macht hoch die Tür…,Orgelsatz,Orgel,Kopie,
901,1988,Jauchzt alle Lande,Orgelsatz,Orgel,Kopie,
902,1994,Bei Dir Jesus II,Orgelsatz,Orgel,Kopie,Meiner verehrten Kolligin Frau Helga Maria Maltry zugeeignet
903,,"Liebster Jesu, wir sind hier…",Orgelsatz,Orgel,Kopie,
904,1974,Spielstück für Orgel,Orgelsatz,Orgel,Kopie,
905,1993,Choralgebundene Intonation,Orgelsatz,Orgel,Kopie,
906,1972,Präludium in B-Dur,Orgelsatz,Orgel,Kopie,
907,1972,Präludium und Fugata h-moll,Orgelsatz,Orgel,Kopie,
908,1972,Präludium in F,Orgelsatz,Orgel,Kopie,
909,1973,Präludium e-moll,Orgelsatz,Orgel,Kopie,mit Fingersatz
910,,Vorspiel in c-moll,Orgelsatz,Orgel,Kopie,
911,,Pedalstudien,Orgelsatz,Orgel,Kopie,"Blatt 1: einstimmige Ped.-Choräle, Blatt 2: Ped.-Choräle, Cantus Firmus i. Tenor (l. H.), Bass-Pedal"
912,,Vom Himmel hoch,Orgelsatz,Orgel,Kopie,
913,,ohne Inhalt,,,,
914,,EG 344 - Vater unser im Himmelreich,Orgelsatz,Orgel,Kopie,
915,,EG 26 - Nun singet und seid froh,Orgelsatz,Orgel,Kopie,
916,1991,Ohne Titel,Orgelsatz,Orgel,Kopie,
917,,Lobet den Herren und Freut euch ihr lieben Christen,Orgelsatz,Orgel,Kopie,
918,,Pedal-Choräle: c.f. Linke Hand,Orgelsatz,Orgel,Kopie,
919,,ohne Inhalt,,,,
920,,"O Gott, du frommer Gott",Orgelsatz,Orgel,Kopie,
921,,"Lobe den Herren, o meine Seele",Orgelsatz,Orgel,Kopie,
922,,Pedal-Tonleitern - moll,Orgelsatz,Orgel,Original,
923,,Pedal-Choräle: c.f. Linke Hand,Orgelsatz,Orgel,Kopie,
924,,Pedal und linke Hand,Orgelsatz,Orgel,Kopie,
924a,,Pedal-Tonleitern - moll,Orgelsatz,Orgel,Original,
925,,Pedal und linke Hand,Orgelsatz,Orgel,Kopie,
925a,1993,Interludium - In dulci jubilo,Orgelsatz,Orgel,Kopie,
926,,"Seht, die gute Zeit",Orgelsatz,Orgel,Kopie,
927,2000/2002,"Vorspiel zu ""Ein Lämmlein geht"" und ""Komm zu uns, Heilger Geist""",Orgelsatz,Orgel,Kopie,
928,1988,EG 370 - Warum sollt ich mich denn grämen,Orgelsatz,Orgel,Original,
929,1988,EG 325 - Sollt ich meinem Gott…,Orgelsatz,Orgel,Kopie,
930,2000,"Vorspiel zu ""Ein Lämmlein geht""",Orgelsatz,Orgel,Kopie,
931,1988,Macht hoch die Tür…,Orgelsatz,Orgel,Kopie,
932,1988,Jauchzt alle Lande,Orgelsatz,Orgel,Kopie,
933,1958?,Die Geschichte von David und Goliath - Matthias Claudius,Chorsatz,gem. Chor,Original,Für Brigitte
934,1958?,Spielstück für Orgel,Orgelsatz,Orgel,Original,
935,,"""Es geschah in Bethlehem""",Text,Text,Druck,"Programm zum Andacht zum 2. Advent - Kriche St. Margaretha Rügland, 17. Uhr"
936,,Altes Schaf,Orgelsatz,Orgel,Kopie,
936a,,"Text zum ""Alten Schaf""",Text,Text,Kopie,
937,,Der Hund,Orgelsatz,Orgel,Kopie,
937a,,"Text zum ""Der Hund""",Text,Text,Kopie,
938,,Der Stall von Bethlehem,Orgelsatz,Orgel,Kopie,
938a,,"Text  zum ""Der Stall…""",Text,Text,Kopie,
939,,Ochs (und Esel),Orgelsatz,Orgel,Kopie,
939a,,"Text zum ""Ochs und Esel""",Text,Text,Kopie,
940,,Hirte,Orgelsatz,Orgel,Kopie,
940a,,"Text zum ""Hirte""",Text,Text,Kopie,
941,,Ein Sternlein,Orgelsatz,Orgel,Kopie,
941a,,"Text zum ""Ein Sternlein""",Text,Text,Kopie,
942,,Ausklang,Orgelsatz,Orgel,Kopie,
943,,Tochter Zion,Chorsatz,gem. Chor,Kopie,
944,,Fragment,Chorsatz?,gem. Chor,Original,
945,,Fragment,Chorsatz?,gem. Chor,Original,
946,1983,Es lagen im Felde die Hirten…,Chorsatz,gem. Chor,Original,
947,,Der Morgenstern ist aufgedrungen,Chorsatz,gem. Chor,Original,
948,,Der Mond ist aufgegangen,Chorsatz,Männer,Kopie,Amadeuschor
949,1970,Guter Mond…,Chorsatz,Männer,Kopie,Amadeuschor
950,1975,Präludium a-moll,Orgelsatz,Orgel,Original,Bleistift-Manuskript
951,1971,Psalm 124,Chorsatz,gem. Chor,Original,Bleistift-Manuskript
952,1971,Gelobt sei Gott,Chorsatz,gem. Chor,Original,"Bleistift-Manuskript, Dieser Satz soll beim Kirchentreffen Roth am 23. Mai gesungen werden"
952a,1972,Kyrie für Männerchor,Chorsatz,Männer,Original,Bleistift- Manuskript
953,1971,Nun kommt der Heiden Heiland,Chorsatz,Männer,Original,Bleistift-Manuiskript
953a,1971,Fragment,Chorsatz,gem. Chor,Original,Bleistift-Manuskript
954,,Fragment,Chorsatz,gem. Chor,Original,Bleistift-Manuskript
955,1967,Die Hirten auf dem Felde,Chorsatz,gem. Chor,Original,
956,1970,Der Mond ist aufgegangen,Notensatz,"Sopran, Alt und Tenor",Original,
957,1969,Pastorale für drei Flöten,Notensatz,"Sopran, Alt und Tenor",Original,
958,1975,Drei Königsmarsch,Bläsersatz,Bläser,Original,Bleistift-Manuskript
959,1977,Nikolaus-Gesang,Notensatz,"Gesang, Klavier",Original,Bleistift-Manuskript
960,1977,Drei Schiffe sah ich fahren vorbei,Notensatz,gem. Chor,Original,Bleistift-Manuskript
961,1977,Ihr Kinderlein kommet,Bläsersatz,Bläser,Original,Bleistift-Manuskript - für Jungbläser für Weihnachten 77
962,1977,Vom Himmel hoch,Bläsersatz,Bläser,Original,Bleistift-Manuskript - für Jungbläser für Weihnachten 77
963,1977,Was soll das bedeuten?,Bläsersatz,Bläser,Original,Bleistift-Manuskript - für Jungbläser für Weihnachten 77
964,,Liebe Brüder,Notensatz,Kanon für 3 Stimmen,Original,in Willy Schneider: Was man über Musik wissen muss
965,1970,"In dich habe ich gehoffet, Herr",Orgelsatz,Orgel et. alt.,Original,
966,1991,Reformationsfest-Motette,Chorsatz,gem. Chor,Original,Dem Windsbacher Kirchenchor gewidmet
967,,Arioso,Notensatz,"Chor, Bläser",Kopie,
968,,Wer will da verdammen,Notensatz,"Chor, Bläser, Tenor und Orgel",Kopie,
969,,Herr des Himmels,Notensatz,"Trompete, Chor, Orgel",Kopie,
970,,"Herr des Himmels, S. 2",Notensatz,"Trompete, Chor, Orgel",Kopie,
971,1970,Feinsliebchen sollst nicht barfuß gehen,Chorsatz,Männer,Kopie,Amadeuschor
972,1970,Wie sollt ich denn nicht barfuß gehen,Chorsatz,Frauen,Kopie,Amadeuschor
973,1959,Was hast Du verwirket,Orgelsatz,Orgel,Original,sehr frühes Dokument
974,,"Besinnung über den Begriff ""Gottesdienst""",,,,
975,1971,Selig sind die Toten,Chorsatz,gem. Chor,Original,Bleistift-Manuskript
976,1971,Selig sind die Toten - Forts.,Chorsatz,gem. Chor,Original,Bleistift-Manuskript
977,1971,Kyrie für Weihnacht,Chorsatz,gem. Chor,Original,Bleistift-Manuskript
978,1983,"Einleitung zum Lied ""Ich steh an deiner Krippen hier""",Orgelsatz,Orgel,Kopie,Mit herzlichen Wünschen für Monika. Weihnacht 83
979,1971,Für Kathrin - Suite für Gitarre,Notensatz,Gitarre,Original,Das Original befindet sich nach der Bearbeitung im Besitz von Kathrin Vogt
980,1971,"Hans Spielmann, der hat…",Notensatz,Piano?,Original,Bleistift-Manuskript
980a,1971,Edvard Grieg I - Fragment,Notensatz,?,Original,Bleistift-Manuskript
981,,EKG 234 - Lobe den Herren,Orgelsatz,Orgel,Original,
982,,Macht hoch die Tür…,Orgelsatz,Orgel,Original,
983,,Was soll das bedeuten?,Orgelsatz,Orgel,Original,
984,,O du fröhliche,Orgelsatz,Orgel,Original,
984a,,Zwei Stimmen in einer Hand,Orgelsatz,Orgel,Original,Übungen
985,,Alles neu macht der Mai,Orgelsatz,Orgel,Original,Übung
986,,Heißa Katreinerle,Orgelsatz,Orgel,Original,Übung
987,,Pedal und linke Hände,Orgelsatz,Orgel,Original,
988,,Choral - O dass ich tausend Zungen hätte,Orgelsatz,Orgel,Kopie,Übung
989,,Choral,Orgelsatz,Orgel,Kopie,
990,,Vater unser im Himmelreich 241,Orgelsatz,Orgel,Original,
991,1988,Soll ich meinen Gott,Orgelsatz,Orgel,Kopie,
992,,Leichtere dreistimmige Übungen f. 2 Hände und Pedal,Orgelsatz,Orgel,Original,Übung
993,,Pedal und linke Hand,Orgelsatz,Orgel,Original,Übung
994,,Übungen C-Dur,Orgelsatz,Orgel,Kopie,Übung
995,,Übungen d-moll,Orgelsatz,Orgel,Kopie,Übung
996,,Es kommt ein Schiff geladen - Fragment,Chorsatz,gem. Chor,Original,Bleistift-Manuskript
997,,Fugato,Orgelsatz,Orgel,Kopie,
998,,1. Präambulum der Bläser,Bläsersatz,Bläser,Kopie,
999,,C Die Stunde seh' ich,Notensatz,"Orgel, Gemeinde, Chor",Kopie,
1000,,"A 2 Herr, ich werfe den Tag…",Notensatz,Solostimme und Chor,Kopie,
1001,,Canticium,Notensatz,Chor?,Original,Bleistift-Manuskript
1002,,Kyrie,Notensatz,Chor?,Original,Bleistift-Manuskript
1003,,Lob sei dir o Christe - Fragment,Notensatz,?,Original,Bleistift-Manuskript
1004,,Machet die Tore weit - Seite 2 siehe 1005,Chorsatz,gem. Chor,Original,
1005,1965,Psalm 24 - Machet die Tore weit,Chorsatz,gem. Chor,Kopie,
1006,1974,Trunken müssen wir alle sein (J. W. v. Goethe),Chorsatz,gem. Chor,Kopie,
1007,1976,Der Morgenstern ist aufgedrungen,Chorsatz,gem. Chor,Kopie,
1008,1976,Herr Christ geht übers Ackerfeld - Worte Arne Pötzsch,Chorsatz,gem. Chor,Original,
1009,1977,Befiehl du deine Wege,Chorsatz,gem. Chor,Kopie,
1010,1977,Und unser lieben Frauen,Chorsatz,Männer,Original,für den Amadeuschor geschrieben am 14.12.1977
1011,,Der Morgenstern ist aufgedrungen - Strophe 1 Frauen und Kinder,Chorsatz,Frauen und Kinder,Kopie,
1012,,Nun werde hell,Chorsatz,gem. Chor,Original,
1013,1976,Maria durch ein Dornwald ging,Chorsatz,gem. Chor,Original,
1014,1977,Sei Lob und Ehr,Chorsatz,Männer,Kopie,für den Psalmenchor des Missionsseminars geschrieben
1015,1977,"O Christe, Morgensterne",Chorsatz,Männer,Kopie,für den Psalmenchor des Missionsseminars geschrieben
1016,,Es kommt ein Schiff,Chorsatz,gem. Chor,Kopie,
1017,1977,"Schnee stiebt vom Nordwesten, der Winter kehrt ein",Notensatz,?,Original,"dreistimmig, Instrumentierung vielleicht ad.lib."
1018,1977,Das Jahr geht seinem Ende zu,Notensatz,?,Original,"Satz 1: Schwermut über der Landschaft, Schneeschauer verdüstern den Himmel, dreistimmig, Instrumentierung vielleicht ad.lib."
1019,1959,Was hast Du verwirket,Notensatz,?,Original,
1020,1975,Nun preiset alle Gott,Notensatz,Gemeinde und Orgel,Original,
1021,1970,"Evangelium zum Erntedanktag, Lk 12, 15 - 21",Notensatz,Einzelstimmen und gem. Chor,Kopie,Herrn Dekan Meyer gewidmet
1022,1977,Die güldne Sonne…,Notensatz,"Flöte, Singstimme",Kopie,
1023,,C. f. B.,Notensatz,?,Original,Bleistift-Manuskript
1024,1970,Ohne Titel,Orgelsatz,Orgel,Original,
1025,,Nun singet und seid froh,Orgelsatz,Orgel,Kopie,
1026,1988,EKG 53 - Jesus ist kommen und Ein Lämmlein geht,Orgelsatz,Orgel,Original,
1027,1988,"EKG 316 - Christus, der ist mein Leben",Orgelsatz,Orgel,Original,
1028,1988,"EKG 59 - Wir danken dir, Herr Jesu Christ",Orgelsatz,Orgel,Original,
1029,1988,"EKG 127 - Liebster Jesu, wir sind hier",Orgelsatz,Orgel,Original,
1030,,"Lobe den Herren, o meine Seele",Orgelsatz,Orgel,Original,
1031,,"Zeit zum Leben - Umarbeitung, Entschärfung",Orgelsatz,Orgel,Original,"Lieber Herr Engelhart, ich denke, soviel Pfeffer ist nun nicht mehr drinnen und daraus eine bekömmliche Angelegenheit zu erhalten, ist dem Verfasser gelungen. Frdl. Gruß EV"
1032,,Excludium (Bläserteil),Bläsersatz,Bläser,Kopie,
1033,1983,Plößberger Intrade,Bläsersatz,Bläser,Original,Bleistift-Manuskript
1034,1983,Plößberger Intrade - Seite 2,Bläsersatz,Bläser,Original,Bleistift-Manuskript
1035,1972,Psalm 31,Chorsatz,gem. Chor,Original,Bleistift-Manuskript
1036,1984,EKG 105 - Zeuch ein zu deinen Toren,Chorsatz,gem. Chor,Original,
1037,,Orgel - Manual…,Orgelsatz,Orgel,Kopie,"vom Komponisten als ""Kadenzübungen"" bezeichnet"
1038,1983,Advents-Meditation,Notensatz,"Instr. ad. lib., Orgel",Kopie,
1039,1991,"Bläser-Intonation ""Wenn der Herrn Gemeinde…""",Notensatz,Bläser- und Chorsatz,Kopie,Für die Gemeinde Mönchsrot verfasst am 04. Oktober 1991
1040,1987,"Jerusalem, du hochgebaute Stadt",Bläsersatz,Bläser,Kopie,Choralfantasie für Bläser - Dem Dekanats-Bläserkreis in Dankbarkeit und Freude gewidmet
1041,1988,Unüberwindlich starker Held…,Notensatz,?,Kopie,
1042,,Ohne Titel,Orgelsatz,Orgel,Original,
1043,,Fragment,Notensatz,?,Original,
1044,1987,Oster-Meditation 87,Orgelsatz,Orgel,Original,
1045,1987,2 - Verhaltene Freude der Frauen,Orgelsatz,Orgel,Original,
1046,1986,Meditation,Notensatz,Flöte und Orgel,Original,
1047,1974,Psalm 100,Notensatz,Chor und Orgel,Kopie,
1048,1986,Christnacht-Meditation für Heiko Kuschel,Orgelsatz,Orgel,Kopie,
1049,,Nun geh getrost und dankbar (F. Woike) - Sylvester,Notensatz,Instr. ad. lib.,Kopie,
1050,1988,"Fantasia in d-moll, Bearbeitung für zwei Flöten",Notensatz,Flöten,Kopie,nach G. P. Telemann
1051,,ohne Inhalt,,,,
1052,1985,"Intrada zu ""Macht hoch die Tür"" für 4 Flöten",Notensatz,Flöten,Kopie,
1053,1986,Tischsonate in vier Sätzen,Notensatz,Flöten,Kopie,
1054,1986,Tischsonate in vier Sätzen - Temp. 3,Notensatz,Flöten,Kopie,
1055,1986,Tischsonate in vier Sätzen - Temp. 4,Notensatz,Flöten,Kopie,
1056,1986,Tischsonate in vier Sätzen - Temp. 5,Notensatz,Flöten,Kopie,
1057,1992,Patrona Bavariae,Bläsersatz,Bläser,Kopie,"Musik: G. Böhrle, Bearbeitung 1992 für den Pos. Chor Wassermungenau"
1058,,Präambulum der Bläser,Bläsersatz,Bläser,Kopie,
1059,,Einleitungsstück für Choral 197,Orgelsatz,Orgel,Original,Bleistift-Manuskript
1060,1986,Jubiläums-Intrade der Pos. Chöre Ottobrunn,Bläsersatz,Bläser,Kopie,geschrieben für Herrn Günter Rießling 1986
1061,1991,Rohrer Ernte-Dankfest-Intrade,Bläsersatz,Bläser,Kopie,
1062,1977,Schemellis Gesangbuch S. 27,Notensatz,?,Original,Bleistift-Manuskript
1063,1977,EKG 88 - Wach auf mein Herz,Notensatz,Männer,Original,Bleistift-Manuskript
1063a,1977,"Aus ""Das junge Chorlied""",Notensatz,gem. Chor,Original,Bleistift-Manuskript
1063b,1977,Schemellis Gesangbuch S. 21,Notensatz,?,Original,Bleistift-Manuskript
1063c,1977,So gehst du nun,Notensatz,?,Original,Bleistift-Manuskript
1064,,Skizzen - aber keine Musik,Skizze,,Original,
1065,1963,Psalm 124,Notensatz,gem. Chor,Original,
1066,1971,Psalm 134,Notensatz,gem. Chor,Kopie,Spirit-Karbon
1067,1972,Hab mein Wagen voll geladen,Bläsersatz,Bläser,Original,Bleistift-Manuskript
1068,1972,Auf der schwäb'schen Einsenbahne,Bläsersatz,Bläser,Original,Bleistift-Manuskript
1069,1972,Abend wird es wieder,Bläsersatz,Bläser,Original,Bleistift-Manuskript
1070,1972,Festliche Einleitung im alten Stil,Bläsersatz,Bläsesr,Original,Bleistift-Manuskript
1071,1969,Das Leben ist erschienen - Weihnachtsmusik für die Familie,Notensatz,"Singstimme, Melodieinstr., Klavier",Original,
1072,1970,Psalm 24 - Machet die Tore weit,Notensatz,"gem. Chor, Instr.-Intonation",Kopie,Spirit-Karbon
1073,1976,Hirtenmusik,Notensatz,?,Original,Bleistift-Manuskript
1074,1969,Es wollt ein Schneider Hochzeit machen,Chorsatz,gem. Chor,Kopie,
1075,1990,"Jesus Christus, König und Herr",Chorsatz,gem. Chor,Original,
1076,1982,"Freue dich sehr, du Tochter Zion",Chorsatz,gem. Chor,Kopie,"Der lieben, verehrten Chorleiterin Frau I. Lippert und ihrem wackeren Kirchenchor zur Freude"
1077,1974,Psalm 148,Notensatz,"Chor, Instr.",Kopie,
1078,,Fragment,Notensatz,Bläser,Original,"Bleistift-Manuskript, aus einem Heft: Ehrenchorleiter Pos. Chor Windsbach"
1079,,Fragment,Notensatz,Bläser,Original,"Bleistift-Manuskript, aus einem Heft: Ehrenchorleiter Pos. Chor Windsbach"
1080,,Frühlingsnacht v. Jos. v. Eichendorff,Notensatz,?,Original,"Bleistift-Manuskript, aus einem Heft: Ehrenchorleiter Pos. Chor Windsbach"
1081,,Fragment,Notensatz,?,Original,"Bleistift-Manuskript, aus einem Heft: Ehrenchorleiter Pos. Chor Windsbach"
1082,,Fragment - …Dankopfer schenken,Notensatz,"Orgel, gem. Chor",Original,leider nur letzte Seite
1083,sehr früh,"Louis S. 10, Sextakkorde und Quartsextakkorde",Notensatz,Orgel?,Original,"Bleistift-Manuskript, als ""Hausarbeit"" apostrophiert, sehr früh. Aus einem Notenheft Emanuel Vogt"
